Economy;Economy Code;ISO Code;Region;Income Group;Report Year;WORKPLACE SCORE;Can a woman get a job in the same way as a man?;Score;Legal Basis;Does the law prohibit discrimination in employment based on gender?;Score;Legal Basis;Is there legislation on sexual harassment in employment?;Score;Legal Basis;Are there criminal penalties or civil remedies for sexual harassment in employment?;Score;Legal Basis - Criminal Penalties;Legal Basis - Civil Remedies
Afghanistan;AFG;AFG;South Asia;Low income;2013;25;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Afghanistan;AFG;AFG;South Asia;Low income;2014;25;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Afghanistan;AFG;AFG;South Asia;Low income;2015;25;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Afghanistan;AFG;AFG;South Asia;Low income;2016;25;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Afghanistan;AFG;AFG;South Asia;Low income;2017;75;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;Yes;1;"Regulation on Prohibition of Women Harassment, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Regulation on Prohibition of Women Harassment,Art. 9(1)";"Law on the Elimination of Violence Against Women, Arts. 6(5) and 41; Regulation on Prohibition of Women Harassment, Art. 9(1)"
Afghanistan;AFG;AFG;South Asia;Low income;2018;75;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;Yes;1;"Regulation on Prohibition of Women Harassment, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Regulation on Prohibition of Women Harassment,Art. 9(1)";"Law on the Elimination of Violence Against Women, Arts. 6(5) and 41; Regulation on Prohibition of Women Harassment, Art. 9(1)"
Afghanistan;AFG;AFG;South Asia;Low income;2019;75;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;Yes;1;"Regulation on Prohibition of Women Harassment, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Regulation on Prohibition of Women Harassment,Art. 9(1)";"Law on the Elimination of Violence Against Women, Arts. 6(5) and 41; Regulation on Prohibition of Women Harassment, Art. 9(1)"
Afghanistan;AFG;AFG;South Asia;Low income;2020;75;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;Yes;1;"Regulation on Prohibition of Women Harassment, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Regulation on Prohibition of Women Harassment,Art. 9(1)";"Law on the Elimination of Violence Against Women, Arts. 6(5) and 41; Regulation on Prohibition of Women Harassment, Art. 9(1)"
Afghanistan;AFG;AFG;South Asia;Low income;2021;75;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;Yes;1;"Law on the Prevention and Prohibition of Harassment of Women and Children, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Law on the Prevention and Prohibition of Harassment of Women and Children, Art. 9(1)";"Law on the Elimination of Violence Against Women, Arts. 6(5), 17(5), 30(2) and 41; Law on the Prevention and Prohibition of Harassment of Women and Children, Art. 9(1)"
Afghanistan;AFG;AFG;South Asia;Low income;2022;75;Yes;1;"Labor Law of Afghanistan, Art. 9; Commercial Law of Afghanistan, Art. 4";No;0;No applicable provisions could be located;Yes;1;"Law on the Prevention and Prohibition of Harassment of Women and Children, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Law on the Prevention and Prohibition of Harassment of Women and Children, Art. 9(1)";"Law on Elimination of Violence against Women, Arts. 6(5) and 41; Law on the Prevention and Prohibition of Harassment of Women and Children, Art. 9(1)"
Afghanistan;AFG;AFG;South Asia;Low income;2023;50;No;0;Taliban's Guidelines of December 2021;No;0;No applicable provisions could be located;Yes;1;"Law on the Prevention and Prohibition of Harassment of Women and Children, Arts. 2(4), 3(6), 9(1), 12 and 13; Law on Elimination of Violence against Women, Arts. 4, 29 and 30";Yes;1;"Law on Elimination of Violence against Women, Arts. 4, 29 and 30; Law on the Prevention and Prohibition of Harassment of Women and Children, Art. 9(1)";"Law on Elimination of Violence against Women, Arts. 6(5) and 41; Law on the Prevention and Prohibition of Harassment of Women and Children, Art. 9(1)"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1971;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1972;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1973;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1974;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1975;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1976;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1977;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1978;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1979;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1980;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1981;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1982;25;Yes;1;Family Code of 1965;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1983;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1984;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1985;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1986;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1987;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1988;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1989;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1990;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1991;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1992;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1993;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1994;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1995;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1996;25;Yes;1;Family Code of 1982;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1997;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1998;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;1999;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2000;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2001;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2002;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2003;100;Yes;1;Family Code of 1982;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2004;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2005;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2006;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2007;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2008;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);No applicable provisions could be located
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2009;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;Labor Code, Arts. 32(2) and 202(7);Law on Gender Equality in Society, Art. 29
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2010;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;Labor Code, Art. 32(2);Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";Law on Gender Equality in Society, Art. 29
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2011;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2012;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2013;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2014;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2015;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2016;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
Albania;ALB;ALB;Europe & Central Asia;Upper middle income;2017;100;Yes;1;Family Code, Arts. 1 and 50;Yes;1;Law No. 7961 of 12 July 1995, Art. 9;Yes;1;"Labor Code, Art. 32(2); Law on Protection from Discrimination, Arts. 3(5) and 12(2)";Yes;1;"Labor Code, Arts. 32(2) and 202(7); Criminal Code, Art. 108/a";"Law on Gender Equality in Society, Art. 29; Law on Protection from Discrimination, Art. 38"
